registrikood;nimi;staatus;kehtiv_alates;kehtiv_kuni
14071831;Asian Aroma OÜ;kehtiv;2026-02-16;
12721472;Asian Food OÜ;kehtiv;2016-10-11;
12862592;Asian Fusion OÜ;kehtiv;2016-07-04;
12644010;Assorti OÜ;kehtiv;2014-05-19;
16111061;Aste Pagar OÜ;kehtiv;2023-05-10;
11201479;Astikom OÜ;kehtiv;2007-01-02;
10463965;Astlanda Hotelli Aktsiaselts;kehtiv;2004-05-14;
10463965;Astlanda Hotelli Aktsiaselts;kehtiv;2004-05-17;
10463965;Astlanda Hotelli Aktsiaselts;kehtiv;2004-05-17;
10463965;Astlanda Hotelli Aktsiaselts;kehtiv;2004-05-17;
11602110;Astri Buffet OÜ;kehtiv;2009-04-01;
11602110;Astri Buffet OÜ;kehtiv;2009-04-01;
11602110;Astri Buffet OÜ;kehtiv;2009-11-05;
11602110;Astri Buffet OÜ;kehtiv;2012-06-20;
12295609;Astrovette OÜ;kehtiv;2019-04-04;
12543450;Atelier Peter Petz OÜ;kehtiv;2023-12-12;
12672354;Ateljee Cafe OÜ;kehtiv;2017-07-05;
11711388;Athor Investeeringud OÜ;kehtiv;2020-04-05;
16592907;Atmaja OÜ;kehtiv;2023-09-08;
10402573;Auctorum OÜ;kehtiv;2017-10-02;
17348687;Audiobaar OÜ;kehtiv;2025-10-26;
16618386;Augustibluus OÜ;kehtiv;2024-07-24;
16008081;Auna OÜ;kehtiv;2024-11-01;
11212484;Aura Viis OÜ;kehtiv;2018-11-26;
16211615;Aurita Cruising OÜ;kehtiv;2022-08-16;
14125923;Aurobint OÜ;kehtiv;2018-11-08;
16735531;Avaliktoitlustus OÜ;kehtiv;2023-07-01;
16909853;Avatud Baar OÜ;kehtiv;2024-06-05;
12601199;Averi OÜ;kehtiv;2026-03-12;2026-10-31
14049820;Averis Holding OÜ;kehtiv;2017-03-15;
14864081;Azigo Pallakoko OÜ;kehtiv;2021-07-22;
16010696;BAAR BALTI JAAMAS OÜ;kehtiv;2020-07-23;
16406431;BACIO OÜ;kehtiv;2022-04-29;
14476338;BAGEL&LURCH OÜ;kehtiv;2025-06-10;
14511980;BAGELAND OÜ;kehtiv;2020-02-07;
14316592;BAHUS OÜ;kehtiv;2025-02-06;
12207491;BALABANLAR Osaühing;kehtiv;2022-05-17;
11680015;BARCRAFT OÜ;kehtiv;2011-05-02;
16441864;BARFOODS OÜ;kehtiv;2023-05-12;
16243265;BARKMAN OÜ;kehtiv;2023-12-11;
14060098;BART ESTONIA OÜ;kehtiv;2016-07-19;
12392057;BARTO GRUPP OÜ;kehtiv;2013-06-12;
12222020;BARVA EESTI OÜ;kehtiv;2013-12-06;
12179337;BBQ Entertainment OÜ;kehtiv;2016-10-04;
14982159;BBQ Express OÜ;kehtiv;2020-07-14;
10888475;BEATRICE MASS MODELNET OÜ;kehtiv;2023-02-27;
14356545;BENCOTTO OÜ;kehtiv;2019-04-20;
14942220;BEP OÜ;kehtiv;2025-04-15;
16387521;BERGSON EST OÜ;kehtiv;2022-03-11;
14125248;BESTHANSA OÜ;kehtiv;2018-02-13;
14021661;BK6 OÜ;kehtiv;2023-07-06;
12719469;BKR OÜ;kehtiv;2016-07-07;
11718284;BKS technology OÜ;kehtiv;2017-06-12;
17413700;BL Resto & Bar OÜ;kehtiv;2026-01-26;
16931479;BLD Group OÜ;kehtiv;2024-04-23;
16406589;BM&B OÜ;kehtiv;2022-04-17;
14742159;BM&W OÜ;kehtiv;2019-06-26;
14626973;BNKR OÜ;kehtiv;2019-02-04;
16730373;BOBA OÜ;kehtiv;2025-07-08;
17304610;BOHEEMLANE OÜ;kehtiv;2025-09-15;
12817278;BONTA OÜ;kehtiv;2023-03-17;
14344625;BREZZA WOK OÜ;kehtiv;2018-04-10;
16463050;BSK Group OÜ;kehtiv;2022-05-04;
14630673;BSP Group OÜ;kehtiv;2020-09-18;
12138175;BUDDHA OÜ;kehtiv;2011-10-18;
12372333;BUDGETSTORE OÜ;kehtiv;2021-09-01;
17385317;BURGLY OÜ;kehtiv;2026-01-22;
16240019;BZD OÜ;kehtiv;2024-07-03;
16400598;Baaqros OÜ;kehtiv;2023-08-22;
16526738;BaarUlme OÜ;kehtiv;2022-06-30;
16467059;Baarcelona OÜ;kehtiv;2022-07-28;
12186903;Baarikivi OÜ;kehtiv;2012-05-03;
14971144;Baarikuur OÜ;kehtiv;2020-05-21;
14999450;Baarimees Hanno Torgla;kehtiv;2020-07-02;
14022548;Baasjaam OÜ;kehtiv;2017-04-24;
16415795;Babiloona OÜ;kehtiv;2022-01-06;
14413125;BackHaus Grupp OÜ;kehtiv;2022-01-10;
14182677;Badaam OÜ;kehtiv;2018-04-10;
16503737;Bagababo Hanglabini OÜ;kehtiv;2025-05-06;
17141503;Bagus OÜ;kehtiv;2025-02-16;
14545275;Baieri Restoran OÜ;kehtiv;2021-10-19;
16042791;Bakersville OÜ;kehtiv;2020-09-13;
12465187;Bakery N1 OÜ;kehtiv;2018-11-23;
16582168;Balance OÜ;kehtiv;2022-11-16;
16800530;Bali Cafe OÜ;kehtiv;2024-04-14;
14231387;Bali71 OÜ;kehtiv;2017-08-03;
12678084;Baltchefs OÜ;kehtiv;2014-08-12;
16297930;BaltiGo OÜ;kehtiv;2021-08-26;
12080955;Baltic Beach Holding OÜ;kehtiv;2011-06-10;
12814044;Baltic Blue Kinnisvara OÜ;kehtiv;2018-10-21;
16332610;Baltic Restaurant Services OÜ;kehtiv;2024-01-19;
11391363;Baltic Restaurants Estonia AS;kehtiv;2007-09-28;
11391363;Baltic Restaurants Estonia AS;kehtiv;2007-09-28;
11391363;Baltic Restaurants Estonia AS;kehtiv;2007-09-28;
11391363;Baltic Restaurants Estonia AS;kehtiv;2007-09-28;
11391363;Baltic Restaurants Estonia AS;kehtiv;2007-09-28;
11391363;Baltic Restaurants Estonia AS;kehtiv;2008-04-02;
11391363;Baltic Restaurants Estonia AS;kehtiv;2009-08-13;
11391363;Baltic Restaurants Estonia AS;kehtiv;2010-01-21;
10891052;BalticEst OÜ;kehtiv;2023-02-09;
14481724;Baltikumi Baarid OÜ;kehtiv;2018-06-14;
12596328;Baltimore Ribs OÜ;kehtiv;2014-10-15;
10047445;Bamba Lounge & Piljard OÜ;kehtiv;2005-04-12;
10047445;Bamba Lounge & Piljard OÜ;kehtiv;2005-04-12;
10047445;Bamba Lounge & Piljard OÜ;kehtiv;2005-04-14;
12361252;Banaania Lugu OÜ;kehtiv;2012-12-12;
16951453;Bandiidid OÜ;kehtiv;2024-04-12;
14639303;Bandjo Player OÜ;kehtiv;2019-02-06;
14290875;Bangladeshi restaurant TÜ;kehtiv;2017-08-01;
12244776;Bankend Restaurants OÜ;kehtiv;2012-04-19;
16260200;Bar-o-Van OÜ;kehtiv;2021-07-01;
17163226;Bar2Go OÜ;kehtiv;2025-01-27;
14061330;BarMob OÜ;kehtiv;2016-06-07;2026-07-07
16982548;BarShop Barberina OÜ;kehtiv;2024-09-06;
16490006;Barbara Restoran OÜ;kehtiv;2024-01-27;
14492389;Barbarbar OÜ;kehtiv;2018-08-23;
11530770;Barbatus Osaühing;kehtiv;2017-08-23;
12926814;Barlova OÜ;kehtiv;2015-10-20;
16123207;Barngkok Food OÜ;kehtiv;2021-09-17;
16248357;Barrel Catering OÜ;kehtiv;2023-05-09;
14820793;Basil OÜ;kehtiv;2024-11-22;
11615727;Bastet OÜ;kehtiv;2016-05-10;
16386993;Bdesh OÜ;kehtiv;2022-04-07;
14073876;BeSmartEst OÜ;kehtiv;2023-08-20;
16534883;BeanyBusiness OÜ;kehtiv;2022-07-24;
14502076;Becram OÜ;kehtiv;2018-07-17;
12260781;Beer Garden Pub OÜ;kehtiv;2022-03-22;
16791894;Beer hub OÜ;kehtiv;2023-08-11;
12529852;Beer&Drink OÜ;kehtiv;2014-01-10;
16848933;BeerBarrel OÜ;kehtiv;2026-05-06;
14505086;Belalis OÜ;kehtiv;2022-08-18;
17336224;Belcraft OÜ;kehtiv;2026-03-21;
10283921;Belgrosso OÜ;kehtiv;2015-03-01;
11506866;Belitex Invest OÜ;kehtiv;2022-01-14;
10820661;BellAnita OÜ;kehtiv;2006-09-28;
10820661;BellAnita OÜ;kehtiv;2012-11-19;
16570805;Bella ciao OÜ;kehtiv;2023-03-07;
12946277;BellaForza OÜ;kehtiv;2018-07-02;
12241298;BellaVia OÜ;kehtiv;2012-06-15;
11520889;Bellerton Invest OÜ;kehtiv;2011-03-23;
16341045;BellyGrow OÜ;kehtiv;2021-10-27;
16307674;Bellyful OÜ;kehtiv;2021-11-03;
16989390;Benet&Drink OÜ;kehtiv;2024-05-27;
11314032;Benita Kodu AS;kehtiv;2008-03-26;
12246261;Bergamo Grupp OÜ;kehtiv;2012-06-08;
12509476;Berliini Trahter OÜ;kehtiv;2014-04-17;
14524238;Best Beverages OÜ;kehtiv;2023-10-03;
16884260;Best Catering Solutions OÜ;kehtiv;2024-10-21;
14868541;Best4U Baarid OÜ;kehtiv;2020-01-01;
16204650;BestFood Limited OÜ;kehtiv;2021-06-16;
16081638;BestMeal OÜ;kehtiv;2020-11-20;
12520225;Bethelmane Destillo OÜ;kehtiv;2023-02-26;
16562237;Betrock OÜ;kehtiv;2023-10-31;
14838008;Biblioteq Library of Events OÜ;kehtiv;2022-10-07;
12537449;Bigstep OÜ;kehtiv;2020-08-26;
14572800;Bilkins-Flowers OÜ;kehtiv;2019-07-29;
17073049;Bill The Butcher Group osaühing;kehtiv;2024-11-27;
16202102;Bill the Butcher OÜ;kehtiv;2024-05-13;
10228069;Billimor OÜ;kehtiv;2009-10-27;
16348082;Bilpham Gigging OÜ;kehtiv;2022-01-31;
12975994;Bilzag OÜ;kehtiv;2016-02-17;
12014349;Bioline OÜ;kehtiv;2011-07-21;
11340934;Bioworld OÜ;kehtiv;2016-04-19;
16881155;BirdPerson OÜ;kehtiv;2024-04-22;
14145802;Birgu Invest OÜ;kehtiv;2017-06-06;
14333716;BisonHouse OÜ;kehtiv;2019-12-02;
12161139;Blesser OÜ;kehtiv;2011-11-29;
12161139;Blesser OÜ;kehtiv;2011-12-23;
12161139;Blesser OÜ;kehtiv;2013-04-18;
12161139;Blesser OÜ;kehtiv;2014-03-20;
16628812;BlissTray OÜ;kehtiv;2023-01-26;
14408472;Blondi Bakery OÜ;kehtiv;2018-07-23;
17199359;Blondu OÜ;kehtiv;2025-04-04;
12459956;BlueWell International OÜ;kehtiv;2024-11-25;
16586735;BluntCuts OÜ;kehtiv;2025-09-14;
14832750;Boa de Oro OÜ;kehtiv;2026-03-27;
11902036;Bogema Nord OÜ;kehtiv;2012-12-19;
16843338;Bogi Catering OÜ;kehtiv;2024-12-10;
12399131;Bognas OÜ;kehtiv;2017-06-12;
14523227;Bogodako Hofuhotutu OÜ;kehtiv;2025-02-02;
12147085;Boksipeatus OÜ;kehtiv;2012-03-28;
11440328;Bollicine OÜ;kehtiv;2021-04-17;
12615110;Bona Dea OÜ;kehtiv;2023-07-03;
16089025;Bonacci OÜ;kehtiv;2021-08-16;
14981125;Bontlehato Babotadiba OÜ;kehtiv;2025-03-06;
14984431;Booze Mule drinks OÜ;kehtiv;2022-11-07;
14494787;Borobadilepe Moakiri OÜ;kehtiv;2020-09-16;
16399263;Borsch & Varenyk OÜ;kehtiv;2023-12-20;
12889734;Botaanik OÜ;kehtiv;2017-11-20;
16924380;Boteco OÜ;kehtiv;2024-04-12;
14717492;Botik ja aed OÜ;kehtiv;2019-05-28;
17448302;Bottengarn OÜ;kehtiv;2026-04-20;
14190056;Bouche Grupp OÜ;kehtiv;2017-02-06;
14801884;Boumalao Mondon OÜ;kehtiv;2020-03-04;
12093580;Bowlex OÜ;kehtiv;2012-03-06;
16237187;Brahmantik OÜ;kehtiv;2021-05-28;
14537206;Bramasole OÜ;kehtiv;2019-03-12;
16517314;Bramps OÜ;kehtiv;2022-06-13;
11529100;Branding Kitchen OÜ;kehtiv;2018-08-07;
14052791;Brands Addicted OÜ;kehtiv;2016-07-22;
16326548;Brasserii OÜ;kehtiv;2023-07-15;
11647408;Bratsoirum Eesti OÜ;kehtiv;2012-10-24;
16158252;Bravita OÜ;kehtiv;2021-02-26;
11103513;Bravo Catering OÜ;kehtiv;2009-05-25;
11103513;Bravo Catering OÜ;kehtiv;2010-11-02;
11103513;Bravo Catering OÜ;kehtiv;2011-08-05;
11103513;Bravo Catering OÜ;kehtiv;2011-10-26;
14419180;Bravogate OÜ;kehtiv;2018-05-06;
16756214;Brew Corner OÜ;kehtiv;2024-09-14;
16911761;Brewhouse OÜ;kehtiv;2024-04-05;
16625736;Brewklyn OÜ;kehtiv;2023-05-01;
11933054;Brezza Kristiine OÜ;kehtiv;2010-07-01;
11933054;Brezza Kristiine OÜ;kehtiv;2010-11-10;
16903626;Brice OÜ;kehtiv;2025-05-12;
11242551;Brimtroimunen OÜ (kustutatud);kehtiv;2024-01-19;
14547601;Brinery OÜ;kehtiv;2023-08-01;
12465833;Brix Arendus OÜ;kehtiv;2018-12-01;
14421188;Brunahli Bamsebo OÜ;kehtiv;2019-01-17;
17091969;Budu Burger OÜ;kehtiv;2024-11-26;
11447371;Buena Trade OÜ;kehtiv;2025-04-25;
14225518;Buenas Kassari Restoranid OÜ;kehtiv;2017-05-17;
12596707;Buffo Ehitus OÜ;kehtiv;2017-09-19;
16559169;Building Bridges OÜ;kehtiv;2022-08-29;
11006951;Bumbuta Jangalo OÜ;kehtiv;2004-07-14;
16618481;Bunyui Henry Yusinyu;kehtiv;2025-05-17;
14203586;Burger Pit OÜ;kehtiv;2017-02-19;
16078719;Burkikhan Vardablur OÜ;kehtiv;2020-11-05;
14209554;Buthawa Palaweni OÜ;kehtiv;2017-05-17;
14837434;ByPro OÜ;kehtiv;2020-01-14;
14010433;Byggercom OÜ;kehtiv;2019-09-30;
10511210;Bytesoft OÜ;kehtiv;2014-07-28;
12496456;Bürgermeister Restoran OÜ;kehtiv;2013-11-25;
11192942;CALLAREX GRUPP OÜ;kehtiv;2010-09-01;
11192942;CALLAREX GRUPP OÜ;kehtiv;2012-04-23;
11192942;CALLAREX GRUPP OÜ;kehtiv;2013-04-23;
11192942;CALLAREX GRUPP OÜ;kehtiv;2013-12-09;
11192942;CALLAREX GRUPP OÜ;kehtiv;2014-03-21;
12367697;CAMIRO OÜ;kehtiv;2012-10-31;
11714731;CARNELIAN OÜ;kehtiv;2017-11-14;
12817812;CDG OÜ;kehtiv;2022-06-08;
14322049;CHAPLIN OÜ;kehtiv;2018-01-03;
16069382;CHE OÜ;kehtiv;2021-03-04;
14890227;CIP OÜ;kehtiv;2025-01-16;
16386450;CK Cafe OÜ;kehtiv;2022-09-13;
12477747;COCKTAIL AGENCY OÜ;kehtiv;2014-04-24;
11714613;CP GROUP OÜ;kehtiv;2009-12-11;
11416755;CRUDO RESTO OÜ;kehtiv;2023-04-30;
14233794;Cabristo OÜ;kehtiv;2017-06-06;
12379890;Cafe Amore OÜ;kehtiv;2014-04-22;
12897188;Cafe Chef OÜ;kehtiv;2022-05-02;
16342569;Cafe Dulcinea OÜ;kehtiv;2022-01-23;
12518073;Cafe de Flore OÜ;kehtiv;2013-11-25;
14120535;Caffe Carissimi OÜ;kehtiv;2018-08-24;
16401385;Café Brasil OÜ;kehtiv;2022-06-01;
17043060;Cairostar OÜ;kehtiv;2025-04-07;
16774850;Cakirca OÜ;kehtiv;2023-10-22;
10964822;Calle Estonia OÜ;kehtiv;2017-02-01;
16520718;Campania Food OÜ;kehtiv;2022-11-13;
12271371;Campus Events OÜ;kehtiv;2013-01-31;
12368828;Canteen OÜ;kehtiv;2021-11-25;
17224695;Captain Roosters OÜ;kehtiv;2025-04-21;
14487900;Capto Invest OÜ;kehtiv;2025-03-15;
12908199;Caramel Bakery OÜ;kehtiv;2017-05-26;
11679963;Carawan Catering OÜ;kehtiv;2011-03-29;
17081238;Carbridge OÜ;kehtiv;2025-03-21;
16591807;Carlo’s Kitchen OÜ;kehtiv;2024-04-09;
16265462;Carmenere OÜ;kehtiv;2024-03-28;
14301053;Carmer OÜ;kehtiv;2018-06-26;
14130137;Carneoli OÜ;kehtiv;2026-03-31;
14848343;Carrynet OÜ;kehtiv;2020-11-03;
14745695;Carré d'Or OÜ;kehtiv;2023-06-07;
16271936;Carta Blanca OÜ;kehtiv;2021-09-15;
14322256;Casa Moose OÜ;kehtiv;2018-04-06;
14605416;CastVeini OÜ;kehtiv;2019-04-23;
11034002;Catamaran Republic OÜ;kehtiv;2023-08-21;
12872923;Cater24 OÜ;kehtiv;2020-06-30;
16783240;Cateralicious OÜ;kehtiv;2026-03-25;
14513005;Catering Kene OÜ;kehtiv;2018-10-10;
10784899;Catering OÜ;kehtiv;2008-07-22;
16122432;Catering Systems OÜ;kehtiv;2021-01-06;
14360713;Catering24 OÜ;kehtiv;2018-12-18;
17166437;CaucasusBar OÜ;kehtiv;2025-09-09;
16676314;Ceachei OÜ;kehtiv;2023-02-16;
14169487;Centennial Hospitality OÜ;kehtiv;2017-08-12;
16142067;CenterFood OÜ;kehtiv;2022-08-19;
12383012;Cesare Group OÜ;kehtiv;2012-12-14;
14701628;Ceska B OÜ;kehtiv;2019-04-25;
14495577;ChaChaPuri OÜ;kehtiv;2018-06-28;
11548592;Chakra OÜ;kehtiv;2009-06-29;
12093627;Chalaubani Shshumyan OÜ;kehtiv;2011-09-09;
12471905;Challenge Way OÜ;kehtiv;2022-04-12;
14451120;ChampChamber OÜ;kehtiv;2023-06-15;
14001813;Change Room Art OÜ;kehtiv;2023-04-27;
16229093;Chapo OÜ;kehtiv;2021-05-14;
12560365;Cheese OÜ;kehtiv;2014-08-22;
16168486;Cheese4you OÜ;kehtiv;2024-01-17;
16367984;Cheeseberry OÜ;kehtiv;2021-12-04;
11495476;Chef Chef OÜ;kehtiv;2008-07-28;
16628798;Chefsfood Grill OÜ;kehtiv;2024-01-02;
12606446;Chek-in Kiirtoit OÜ;kehtiv;2020-11-04;
14872413;Cherlhun Kohjaisur OÜ;kehtiv;2020-05-04;
12869134;Chillin OÜ;kehtiv;2016-08-06;
14794357;Chilläx OÜ;kehtiv;2022-05-05;
12851789;Chocokoo OÜ;kehtiv;2015-12-07;
12536852;Chocolala OÜ;kehtiv;2015-05-18;
16299876;Chooyu OÜ;kehtiv;2021-11-06;
12884464;Chupadepra OÜ;kehtiv;2018-02-08;
11429858;Cilli OÜ;kehtiv;2008-10-20;
10948823;City Bike OÜ;kehtiv;2024-03-22;
14191297;City Yard Inn OÜ;kehtiv;2017-01-31;
14245952;Citybrand OÜ;kehtiv;2024-02-22;
12415410;Cityrak OÜ;kehtiv;2016-06-03;
14446099;Citystudio OÜ;kehtiv;2005-05-05;
10705925;Citytrade OÜ;kehtiv;2010-06-22;
14641435;Civitas Ehitus OÜ;kehtiv;2019-02-12;
16771337;Classic Toys OÜ;kehtiv;2025-08-21;
12088603;Classicimpex OÜ;kehtiv;2018-07-10;
16000960;Cloud Hunters OÜ;kehtiv;2020-12-15;
14282195;Cloud Vape Bar OÜ;kehtiv;2018-02-19;
12317630;Cloudstorms OÜ;kehtiv;2012-08-01;
12317630;Cloudstorms OÜ;kehtiv;2012-08-01;
12587074;Club Factory OÜ;kehtiv;2014-04-23;
10403779;Club Hollywood OÜ;kehtiv;2005-04-13;
12696254;Cocktail Stars OÜ;kehtiv;2023-09-13;
11110890;Coffe Caroline OÜ;kehtiv;2016-01-18;
12584756;Coffissimus OÜ;kehtiv;2020-03-09;
16646454;Colour Gourmet OÜ;kehtiv;2025-04-21;
11475901;Colpampolo Zoilapores OÜ;kehtiv;2012-01-31;
11475901;Colpampolo Zoilapores OÜ;kehtiv;2013-12-13;
14726456;Comfood OÜ;kehtiv;2022-05-02;
14832968;Concert Team OÜ;kehtiv;2019-10-31;
11625364;Condimento OÜ;kehtiv;2009-12-10;
12752308;Coniare Saffiro OÜ;kehtiv;2018-05-17;
16893595;ConsGer OÜ;kehtiv;2025-07-08;
12899342;Cooking Good OÜ;kehtiv;2020-05-18;
17479509;Cool Events OÜ;kehtiv;2026-04-17;
10051286;Coop Põlva Tarbijate Ühistu;kehtiv;2005-04-14;
10051286;Coop Põlva Tarbijate Ühistu;kehtiv;2008-11-05;
14958391;Copperhead Capital OÜ;kehtiv;2025-03-21;
11373454;Cotze OÜ;kehtiv;2011-08-22;
14854272;Coyotebar OÜ;kehtiv;2020-09-14;
12622416;Creative Intervention OÜ;kehtiv;2017-09-04;
14314110;Cremant OÜ;kehtiv;2018-04-05;
12892432;Creperie & Pisco OÜ;kehtiv;2015-09-01;
12857415;Crepi OÜ;kehtiv;2018-10-19;
14645539;Crudus OÜ;kehtiv;2023-04-25;
12461841;Cruise Port OÜ;kehtiv;2020-01-22;
14151949;Crustum OÜ;kehtiv;2022-05-16;
17303271;Cuatro Fantasticos OÜ;kehtiv;2026-01-16;
16472037;Cubanelle OÜ;kehtiv;2022-08-05;
11633659;Cuprum Osaühing;kehtiv;2009-06-22;
12976367;Curry OÜ;kehtiv;2016-03-15;
11339753;Cutinelli Spartimento OÜ;kehtiv;2018-09-17;
11487608;D'Boiss Club Bespoke OÜ;kehtiv;2017-08-25;
16662306;D-PizzaEE OÜ;kehtiv;2023-11-28;
12616338;D.I.M. Services OÜ;kehtiv;2014-09-09;
11384908;DA VINCI RESTORANID OÜ;kehtiv;2008-10-24;
11384908;DA VINCI RESTORANID OÜ;kehtiv;2010-11-22;
11074237;DAJANDRA OÜ;kehtiv;2005-06-13;
12886813;DARK Group Invest OÜ;kehtiv;2015-10-14;
14833092;DARiX OÜ;kehtiv;2020-06-30;
10820158;DECOREST DISAIN OÜ;kehtiv;2013-08-15;
14712661;DELIMER OÜ;kehtiv;2019-05-20;
14987820;DENISS RABOTAJET OÜ;kehtiv;2021-01-21;
14342974;DENVIT TRADE OÜ;kehtiv;2020-10-28;
14146210;DI Partners OÜ;kehtiv;2026-04-22;
11336163;DIETER HELMUT WILLI HÖLSCHER;kehtiv;2008-08-14;
14936426;DII&ORKI OÜ;kehtiv;2021-03-23;
10631374;DIONEVA OÜ;kehtiv;2014-07-23;
16640517;DIRTCLUB OÜ;kehtiv;2023-10-04;
16528878;DM OÜ;kehtiv;2022-08-04;
14068616;DOSE OÜ;kehtiv;2022-03-08;
16315705;DRILLIT OÜ;kehtiv;2021-10-21;
17114647;DRINKAFELLA OÜ;kehtiv;2026-05-29;
14357177;DSMarket OÜ;kehtiv;2024-04-29;
16145500;DVE SESTRY OÜ;kehtiv;2021-01-25;
17192937;DZUNGLI OÜ;kehtiv;2025-03-26;
16218563;DaBro OÜ;kehtiv;2022-06-02;
12936250;Daily Grind OÜ;kehtiv;2016-09-13;
12498330;Daisy Rohtma;kehtiv;2022-01-31;
17027003;Damelin OÜ;kehtiv;2024-07-11;
14385311;DanKobi OÜ;kehtiv;2018-06-26;
14495169;DanielGourmet OÜ;kehtiv;2018-09-04;
16708764;Danny's OÜ;kehtiv;2023-06-12;
11729750;Dasone Grupp OÜ;kehtiv;2010-01-22;
12510002;Datagram OÜ;kehtiv;2024-11-25;
14193712;DavidResto OÜ;kehtiv;2017-02-21;
14066801;Davules OÜ;kehtiv;2016-09-06;
17337028;Davydov Catering OÜ;kehtiv;2025-10-07;
17232312;DeLiner Project OÜ;kehtiv;2025-06-18;
16430889;DeepNorth OÜ;kehtiv;2024-10-05;
14044432;Def Invest OÜ;kehtiv;2016-05-10;
14835139;Deianeira OÜ;kehtiv;2021-02-13;
14898298;Deilig OÜ;kehtiv;2020-02-08;
12774988;Delistra OÜ;kehtiv;2015-01-21;
14482652;Delizioso OÜ;kehtiv;2018-07-12;
14508802;Deltaplanet OÜ;kehtiv;2019-10-30;
14195326;Deluxe Partners OÜ;kehtiv;2017-04-13;
12294337;Deluxe Services OÜ;kehtiv;2013-03-26;
14847444;Deluxewine OÜ;kehtiv;2022-12-19;
12162446;Demades OÜ;kehtiv;2020-10-23;
14348284;Denkha OÜ;kehtiv;2019-05-28;
11302313;Denver Ribs OÜ;kehtiv;2017-10-15;
12134852;Derhamn OÜ;kehtiv;2015-07-17;
12864622;Desiree OÜ;kehtiv;2016-06-13;
17201205;Dharma Resort OÜ;kehtiv;2025-05-05;
12718949;Diamniadio Kabaye OÜ;kehtiv;2019-01-23;
16370182;Diavola OÜ;kehtiv;2023-01-17;
12368219;Dicasa OÜ;kehtiv;2012-12-21;
16071735;Didinvest OÜ;kehtiv;2020-11-10;
14924021;DigiLike OÜ;kehtiv;2021-06-16;
12178648;Digistone OÜ;kehtiv;2018-04-26;
12659106;Digital Disruption OÜ;kehtiv;2015-01-08;
16419405;Dimeals OÜ;kehtiv;2023-05-23;
12712898;Dimitaks OÜ;kehtiv;2021-02-16;
14982886;Diness OÜ;kehtiv;2020-09-18;
12751622;Dissident OÜ;kehtiv;2015-06-13;
12724996;Divertiment OÜ;kehtiv;2019-03-20;
16831944;Do or Tai OÜ;kehtiv;2024-10-14;
12229771;Doberan OÜ;kehtiv;2012-05-28;
14155775;Domspiro OÜ;kehtiv;2024-07-29;
16962652;Doracolorade Cabezanta OÜ;kehtiv;2024-07-28;
17205663;Double Trouble OÜ;kehtiv;2025-05-05;
16023210;Dream deal OÜ;kehtiv;2024-09-10;
12686161;Dreamhome Design OÜ;kehtiv;2018-01-15;
14575431;Driftikeskus OÜ;kehtiv;2019-07-01;
12566356;Drink Pub OÜ;kehtiv;2021-05-06;
16139496;Driverunner OÜ;kehtiv;2024-07-30;
17373047;DunkerHouse OÜ;kehtiv;2025-11-27;
17405161;DunkriFood OÜ;kehtiv;2026-01-09;
10515254;Dvinjaninov osaühing;kehtiv;2008-05-16;
14324189;Dziugas Eesti OÜ;kehtiv;2018-11-06;
14643210;DönerFood OÜ;kehtiv;2019-05-27;
14175648;Düün Beach Club OÜ;kehtiv;2019-06-18;
12802963;E-Garant OÜ;kehtiv;2016-02-02;
14702007;E-kinmax OÜ;kehtiv;2020-10-29;
12159697;E-smoke OÜ;kehtiv;2017-08-07;
10037918;E.Lage Kaubanduse Osaühing;kehtiv;2005-04-18;
16420193;EDAuna OÜ;kehtiv;2022-01-19;
14987627;EEJARE OÜ;kehtiv;2020-06-16;
14184334;EFETO OÜ;kehtiv;2024-03-29;
17406153;EGE FOOD OÜ;kehtiv;2026-05-05;
10672580;EGL Arendus Osaühing;kehtiv;2007-10-31;
14213745;EHE Hostel OÜ;kehtiv;2018-03-15;
16139668;EHK Sööme OÜ;kehtiv;2021-03-01;
17334745;EIPfood OÜ;kehtiv;2026-05-21;
12678291;EIWIC OÜ;kehtiv;2017-09-28;
11033497;EKOKÖÖK Osaühing;kehtiv;2005-09-16;
17205841;EKT Korraldus OÜ;kehtiv;2025-03-28;
12432822;EL MANTE OÜ;kehtiv;2024-06-01;
14849118;ELAMUS RESTO OÜ;kehtiv;2022-12-05;
16437259;ELEMBEER OÜ;kehtiv;2022-11-04;
10837905;ELLENI PAGARIÄRI Osaühing;kehtiv;2007-11-08;
11405007;ELRO INVESTEERINGUTE OÜ;kehtiv;2009-06-10;
11926338;ELU ON KUNST OÜ;kehtiv;2010-05-11;
14976503;EMARKETING OÜ;kehtiv;2022-12-18;
17101886;EMMid OÜ;kehtiv;2025-01-21;
14089357;EROS OÜ;kehtiv;2018-11-12;
17215093;ESGC Trade OÜ;kehtiv;2025-07-24;
14889224;ESTHAI FOOD OÜ;kehtiv;2020-05-14;
14781722;ESTMA HPT OÜ;kehtiv;2025-07-22;
12936244;ETE OÜ;esitatud;2017-02-16;
12076126;EUM Events OÜ;kehtiv;2012-05-31;
11376412;EUROVESKI OÜ;kehtiv;2008-11-28;
16518325;EVELIA OÜ;kehtiv;2025-02-25;
12463876;EVERAL ÜLEMISTE OÜ;kehtiv;2014-10-23;
